episode,algorithm,mode,total_reward,steps,is_best,best_reward_so_far,best_steps_so_far
64,sarsa,train,79.29999999999998,210,1,79.29999999999998,210
65,sarsa,train,70.29999999999998,210,0,79.29999999999998,210
66,sarsa,train,3.6000000000000583,212,0,79.29999999999998,210
67,sarsa,train,-29.799999999999976,101,0,79.29999999999998,210
68,sarsa,train,-9.499999999999996,141,0,79.29999999999998,210
69,sarsa,train,-1.1000000000000063,150,0,79.29999999999998,210
70,sarsa,train,-13.200000000000005,75,0,79.29999999999998,210
71,sarsa,train,-3.9999999999999396,300,0,79.29999999999998,210
72,sarsa,train,69.59999999999997,244,0,79.29999999999998,210
73,sarsa,train,-3.0999999999999406,300,0,79.29999999999998,210
74,sarsa,train,-26.999999999999943,156,0,79.29999999999998,210
75,sarsa,train,-4.700000000000001,36,0,79.29999999999998,210
76,sarsa,train,-65.30000000000038,300,0,79.29999999999998,210
77,sarsa,train,-63.70000000000035,251,0,79.29999999999998,210
78,sarsa,train,-19.199999999999893,300,0,79.29999999999998,210
79,sarsa,train,-29.5,54,0,79.29999999999998,210
80,sarsa,train,-63.00000000000031,300,0,79.29999999999998,210
81,sarsa,train,32.40000000000001,185,0,79.29999999999998,210
82,sarsa,train,-10.799999999999962,270,0,79.29999999999998,210
83,sarsa,train,-8.000000000000004,68,0,79.29999999999998,210
84,sarsa,train,-17.39999999999998,136,0,79.29999999999998,210
85,sarsa,train,-33.09999999999995,144,0,79.29999999999998,210
86,sarsa,train,-27.099999999999934,167,0,79.29999999999998,210
87,sarsa,train,-11.500000000000002,43,0,79.29999999999998,210
88,sarsa,train,-19.1,70,0,79.29999999999998,210
89,sarsa,train,3.400000000000002,53,0,79.29999999999998,210
90,sarsa,train,16.60000000000005,239,0,79.29999999999998,210
91,sarsa,train,4.0,54,0,79.29999999999998,210
92,sarsa,train,-14.799999999999997,80,0,79.29999999999998,210
93,sarsa,train,-19.999999999999986,89,0,79.29999999999998,210
94,sarsa,train,-22.399999999999956,136,0,79.29999999999998,210
95,sarsa,train,-27.599999999999977,122,0,79.29999999999998,210
96,sarsa,train,-2.099999999999964,133,0,79.29999999999998,210
97,sarsa,train,10.200000000000045,196,0,79.29999999999998,210
98,sarsa,train,-20.899999999999995,68,0,79.29999999999998,210
99,sarsa,train,3.5,24,0,79.29999999999998,210
100,sarsa,train,4.100000000000017,117,0,79.29999999999998,210
101,sarsa,train,-1.4999999999999996,37,0,79.29999999999998,210
102,sarsa,train,19.300000000000043,141,0,79.29999999999998,210
103,sarsa,train,-11.200000000000003,69,0,79.29999999999998,210
104,sarsa,train,-32.500000000000014,300,0,79.29999999999998,210
105,sarsa,train,10.800000000000011,175,0,79.29999999999998,210
106,sarsa,train,-5.899999999999939,300,0,79.29999999999998,210
107,sarsa,train,-9.900000000000002,62,0,79.29999999999998,210
108,sarsa,train,-14.200000000000003,46,0,79.29999999999998,210
109,sarsa,train,20.800000000000033,261,0,79.29999999999998,210
110,sarsa,train,47.90000000000004,247,0,79.29999999999998,210
111,sarsa,train,30.100000000000044,274,0,79.29999999999998,210
112,sarsa,train,133.39999999999998,300,1,133.39999999999998,300
113,sarsa,train,61.79999999999997,300,0,133.39999999999998,300
114,sarsa,train,84.5,300,0,133.39999999999998,300
115,sarsa,train,-3.5999999999999837,128,0,133.39999999999998,300
116,sarsa,train,2.5000000000000213,82,0,133.39999999999998,300
117,sarsa,train,53.0,193,0,133.39999999999998,300
118,sarsa,train,0.3000000000000007,33,0,133.39999999999998,300
119,sarsa,train,-9.099999999999989,234,0,133.39999999999998,300
120,sarsa,train,-6.599999999999998,110,0,133.39999999999998,300
121,sarsa,train,-20.39999999999996,142,0,133.39999999999998,300
122,sarsa,train,-20.0,29,0,133.39999999999998,300
123,sarsa,train,-13.000000000000005,203,0,133.39999999999998,300
124,sarsa,train,45.00000000000006,300,0,133.39999999999998,300
125,sarsa,train,-12.900000000000004,47,0,133.39999999999998,300
126,sarsa,train,1.9999999999999982,110,0,133.39999999999998,300
127,sarsa,train,35.29999999999997,254,0,133.39999999999998,300
128,sarsa,train,57.19999999999993,300,0,133.39999999999998,300
129,sarsa,train,-14.899999999999991,87,0,133.39999999999998,300
130,sarsa,train,124.19999999999999,300,0,133.39999999999998,300
131,sarsa,train,3.0,46,0,133.39999999999998,300
132,sarsa,train,4.399999999999999,43,0,133.39999999999998,300
133,sarsa,train,-9.499999999999943,263,0,133.39999999999998,300
134,sarsa,train,-8.900000000000004,72,0,133.39999999999998,300
135,sarsa,train,-20.49999999999999,85,0,133.39999999999998,300
136,sarsa,train,-12.799999999999937,209,0,133.39999999999998,300
137,sarsa,train,14.10000000000001,300,0,133.39999999999998,300
138,sarsa,train,-13.700000000000005,60,0,133.39999999999998,300
139,sarsa,train,12.300000000000054,300,0,133.39999999999998,300
140,sarsa,train,-9.000000000000002,57,0,133.39999999999998,300
141,sarsa,train,34.29999999999999,300,0,133.39999999999998,300
142,sarsa,train,7.800000000000065,281,0,133.39999999999998,300
143,sarsa,train,19.99999999999999,300,0,133.39999999999998,300
144,sarsa,train,-4.999999999999984,131,0,133.39999999999998,300
145,sarsa,train,-16.6,123,0,133.39999999999998,300
146,sarsa,train,-15.700000000000005,71,0,133.39999999999998,300
147,sarsa,train,43.6999999999999,160,0,133.39999999999998,300
148,sarsa,train,113.79999999999998,268,0,133.39999999999998,300
149,sarsa,train,46.90000000000002,300,0,133.39999999999998,300
150,sarsa,train,135.29999999999998,300,1,135.29999999999998,300
151,sarsa,train,123.49999999999999,300,0,135.29999999999998,300
152,sarsa,train,75.99999999999996,300,0,135.29999999999998,300
153,sarsa,train,-28.899999999999917,300,0,135.29999999999998,300
154,sarsa,train,-18.7,47,0,135.29999999999998,300
155,sarsa,train,131.1,300,0,135.29999999999998,300
156,sarsa,train,28.700000000000035,300,0,135.29999999999998,300
157,sarsa,train,133.89999999999998,300,0,135.29999999999998,300
158,sarsa,train,-20.799999999999976,105,0,135.29999999999998,300
159,sarsa,train,22.50000000000003,231,0,135.29999999999998,300
160,sarsa,train,22.800000000000054,300,0,135.29999999999998,300
161,sarsa,train,-3.5,22,0,135.29999999999998,300
162,sarsa,train,-18.79999999999998,121,0,135.29999999999998,300
163,sarsa,train,-34.299999999999926,169,0,135.29999999999998,300
164,sarsa,train,-27.299999999999972,128,0,135.29999999999998,300
165,sarsa,train,-12.800000000000008,110,0,135.29999999999998,300
166,sarsa,train,-3.0,20,0,135.29999999999998,300
167,sarsa,train,113.99999999999999,300,0,135.29999999999998,300
168,sarsa,train,-2.399999999999972,300,0,135.29999999999998,300
169,sarsa,train,78.49999999999977,300,0,135.29999999999998,300
170,sarsa,train,23.70000000000008,300,0,135.29999999999998,300
171,sarsa,train,103.30000000000001,300,0,135.29999999999998,300
172,sarsa,train,-35.29999999999997,180,0,135.29999999999998,300
173,sarsa,train,16.70000000000008,300,0,135.29999999999998,300
174,sarsa,train,-10.800000000000004,57,0,135.29999999999998,300
175,sarsa,train,11.199999999999983,300,0,135.29999999999998,300
176,sarsa,train,28.30000000000001,197,0,135.29999999999998,300
177,sarsa,train,-9.600000000000005,63,0,135.29999999999998,300
178,sarsa,train,75.5,300,0,135.29999999999998,300
179,sarsa,train,66.79999999999998,300,0,135.29999999999998,300
180,sarsa,train,42.60000000000002,300,0,135.29999999999998,300
181,sarsa,train,53.6999999999999,238,0,135.29999999999998,300
182,sarsa,train,-11.499999999999979,94,0,135.29999999999998,300
183,sarsa,train,67.5,183,0,135.29999999999998,300
184,sarsa,train,125.09999999999995,300,0,135.29999999999998,300
185,sarsa,train,-4.899999999999947,300,0,135.29999999999998,300
186,sarsa,train,-8.699999999999951,209,0,135.29999999999998,300
187,sarsa,train,-5.699999999999994,132,0,135.29999999999998,300
188,sarsa,train,-28.499999999999886,300,0,135.29999999999998,300
189,sarsa,train,-42.400000000000034,213,0,135.29999999999998,300
190,sarsa,train,-1.5,19,0,135.29999999999998,300
191,sarsa,train,-2.599999999999998,87,0,135.29999999999998,300
192,sarsa,train,-1.1999999999999962,300,0,135.29999999999998,300
193,sarsa,train,34.099999999999824,182,0,135.29999999999998,300
194,sarsa,train,12.000000000000018,300,0,135.29999999999998,300
195,sarsa,train,54.19999999999999,200,0,135.29999999999998,300
196,sarsa,train,30.80000000000004,217,0,135.29999999999998,300
197,sarsa,train,125.6,300,0,135.29999999999998,300
198,sarsa,train,-15.199999999999966,300,0,135.29999999999998,300
199,sarsa,train,81.8,300,0,135.29999999999998,300
200,sarsa,train,15.500000000000078,300,0,135.29999999999998,300
201,sarsa,train,55.400000000000034,273,0,135.29999999999998,300
202,sarsa,train,19.000000000000014,113,0,135.29999999999998,300
203,sarsa,train,50.4999999999999,300,0,135.29999999999998,300
204,sarsa,train,118.69999999999999,300,0,135.29999999999998,300
205,sarsa,train,5.900000000000061,222,0,135.29999999999998,300
206,sarsa,train,21.899999999999995,300,0,135.29999999999998,300
207,sarsa,train,47.70000000000006,300,0,135.29999999999998,300
208,sarsa,train,136.1,300,1,136.1,300
209,sarsa,train,9.800000000000022,195,0,136.1,300
210,sarsa,train,0.5,20,0,136.1,300
211,sarsa,train,11.400000000000027,126,0,136.1,300
212,sarsa,train,-6.099999999999984,300,0,136.1,300
213,sarsa,train,7.000000000000016,92,0,136.1,300
214,sarsa,train,-26.99999999999995,150,0,136.1,300
215,sarsa,train,50.69999999999998,300,0,136.1,300
216,sarsa,train,18.500000000000053,183,0,136.1,300
217,sarsa,train,78.39999999999985,300,0,136.1,300
218,sarsa,train,-7.100000000000003,56,0,136.1,300
219,sarsa,train,100.3,300,0,136.1,300
220,sarsa,train,135.0,300,0,136.1,300
221,sarsa,train,111.59999999999998,300,0,136.1,300
222,sarsa,train,64.10000000000002,300,0,136.1,300
223,sarsa,train,50.39999999999992,300,0,136.1,300
224,sarsa,train,17.70000000000002,300,0,136.1,300
225,sarsa,train,10.900000000000038,244,0,136.1,300
226,sarsa,train,1.8000000000000567,195,0,136.1,300
227,sarsa,train,9.30000000000005,151,0,136.1,300
228,sarsa,train,-30.69999999999996,227,0,136.1,300
229,sarsa,train,54.79999999999993,263,0,136.1,300
230,sarsa,train,96.39999999999999,300,0,136.1,300
231,sarsa,train,122.79999999999998,300,0,136.1,300
232,sarsa,train,12.600000000000097,300,0,136.1,300
233,sarsa,train,70.39999999999999,300,0,136.1,300
234,sarsa,train,18.300000000000036,300,0,136.1,300
235,sarsa,train,-28.000000000000004,74,0,136.1,300
236,sarsa,train,-2.6000000000000005,46,0,136.1,300
237,sarsa,train,90.69999999999987,300,0,136.1,300
238,sarsa,train,17.500000000000036,300,0,136.1,300
239,sarsa,train,43.99999999999996,245,0,136.1,300
240,sarsa,train,-14.500000000000005,130,0,136.1,300
241,sarsa,train,20.400000000000027,185,0,136.1,300
242,sarsa,train,91.39999999999999,295,0,136.1,300
243,sarsa,train,139.5,300,1,139.5,300
244,sarsa,train,30.50000000000006,300,0,139.5,300
245,sarsa,train,50.1,300,0,139.5,300
246,sarsa,train,-20.89999999999998,95,0,139.5,300
247,sarsa,train,3.0000000000000497,238,0,139.5,300
248,sarsa,train,-6.400000000000002,49,0,139.5,300
249,sarsa,train,-10.300000000000004,49,0,139.5,300
250,sarsa,train,52.1999999999998,300,0,139.5,300
251,sarsa,train,-2.6000000000000023,188,0,139.5,300
252,sarsa,train,4.000000000000053,193,0,139.5,300
253,sarsa,train,-3.4000000000000026,69,0,139.5,300
254,sarsa,train,62.299999999999976,300,0,139.5,300
255,sarsa,train,61.2,300,0,139.5,300
256,sarsa,train,-2.7999999999999905,111,0,139.5,300
257,sarsa,train,-7.900000000000003,58,0,139.5,300
258,sarsa,train,-14.999999999999984,89,0,139.5,300
259,sarsa,train,-13.199999999999989,85,0,139.5,300
260,sarsa,train,-9.39999999999997,165,0,139.5,300
261,sarsa,train,-2.5,21,0,139.5,300
262,sarsa,train,0.1000000000000032,74,0,139.5,300
263,sarsa,train,-15.999999999999996,76,0,139.5,300
264,sarsa,train,13.900000000000041,223,0,139.5,300
265,sarsa,train,15.000000000000004,300,0,139.5,300
266,sarsa,train,119.89999999999998,300,0,139.5,300
267,sarsa,train,128.7,300,0,139.5,300
268,sarsa,train,118.09999999999998,300,0,139.5,300
269,sarsa,train,11.700000000000049,193,0,139.5,300
270,sarsa,train,2.9000000000000687,285,0,139.5,300
271,sarsa,train,13.700000000000028,174,0,139.5,300
272,sarsa,train,-6.500000000000002,48,0,139.5,300
273,sarsa,train,5.90000000000002,152,0,139.5,300
274,sarsa,train,97.39999999999998,300,0,139.5,300
275,sarsa,train,127.0,300,0,139.5,300
276,sarsa,train,6.200000000000013,300,0,139.5,300
277,sarsa,train,3.0,29,0,139.5,300
278,sarsa,train,120.6,300,0,139.5,300
279,sarsa,train,137.39999999999998,300,0,139.5,300
280,sarsa,train,10.700000000000092,300,0,139.5,300
281,sarsa,train,34.50000000000009,300,0,139.5,300
282,sarsa,train,-7.8000000000000025,59,0,139.5,300
283,sarsa,train,5.0,44,0,139.5,300
284,sarsa,train,7.0,46,0,139.5,300
285,sarsa,train,21.199999999999992,176,0,139.5,300
286,sarsa,train,5.200000000000035,106,0,139.5,300
287,sarsa,train,-18.29999999999999,67,0,139.5,300
288,sarsa,train,-17.59999999999995,210,0,139.5,300
289,sarsa,train,78.49999999999987,300,0,139.5,300
290,sarsa,train,-7.699999999999971,190,0,139.5,300
291,sarsa,train,4.0,48,0,139.5,300
292,sarsa,train,-60.00000000000031,300,0,139.5,300
293,sarsa,train,7.500000000000043,190,0,139.5,300
294,sarsa,train,-5.200000000000003,60,0,139.5,300
295,sarsa,train,5.700000000000022,73,0,139.5,300
296,sarsa,train,-9.900000000000002,68,0,139.5,300
297,sarsa,train,-57.70000000000023,293,0,139.5,300
298,sarsa,train,-47.40000000000011,300,0,139.5,300
299,sarsa,train,65.89999999999984,270,0,139.5,300
